,material
1513,Y0.8Ca0.2Ba1.8La0.2Cu3O6.94
1514,Y0.8Ca0.2Ba1.8La0.2Cu3O6.96
1515,Y0.8Ca0.2Ba2Cu2.75Co0.25O7.01
1516,Y0.8Ca0.2Ba2Cu2.82Zn0.18O7
1517,Y0.8Ca0.2Ba2Cu2.85Co0.15O6.84
1518,Y0.8Ca0.2Ba2Cu2.8Al0.2O6.88
1519,Y0.8Ca0.2Ba2Cu2.8Co0.2O6.78
1520,Y0.8Ca0.2Ba2Cu2.8Co0.2O6.83
1521,Y0.8Ca0.2Ba2Cu2.8Co0.2O6.98
1522,Y0.8Ca0.2Ba2Cu2.8Ni0.2O6.77
1523,Y0.8Ca0.2Ba2Cu2.8Zn0.2O6.73
1524,Y0.8Ca0.2Ba2Cu2.8Zn0.2O6.74
1525,Y0.8Ca0.2Ba2Cu2.91Zn0.09O7
1526,Y0.8Ca0.2Ba2Cu2.955Zn0.045O7
1527,Y0.8Ca0.2Ba2Cu3O6.5
1528,Y0.8Ca0.2Ba2Cu3O6.51
1529,Y0.8Ca0.2Ba2Cu3O6.53
1530,Y0.8Ca0.2Ba2Cu3O6.59
1531,Y0.8Ca0.2Ba2Cu3O6.6
1532,Y0.8Ca0.2Ba2Cu3O6.64
1533,Y0.8Ca0.2Ba2Cu3O6.7
1534,Y0.8Ca0.2Ba2Cu3O6.78
1535,Y0.8Ca0.2Ba2Cu3O6.8
1536,Y0.8Ca0.2Ba2Cu3O6.84
1537,Y0.8Ca0.2Ba2Cu3O6.86
1538,Y0.8Ca0.2Ba2Cu3O6.89
1539,Y0.8Ca0.2Ba2Cu3O6.9
1540,Y0.8Ca0.2Ba2Cu3O7
1541,Y0.8Ca0.2Sr1.5Ba0.5Cu2.8Cr0.2O7
1542,Y0.8Ca0.2Sr1.6Ba0.4Cu2.7Ga0.3O7
1543,Y0.8Ca0.2Sr1Ba1Cu2.7Ga0.3O7
1544,Y0.8Ca0.2Sr1Ba1Cu2.8B0.2O7
1545,Y0.8Ca0.2Sr1Ba1Cu2.9B0.1O7.3
1546,Y0.8Cd0.2Ba2Cu3O7
1547,Y0.8Gd0.2Ba2Cu3O7
1548,Y0.8La0.2Ba2Cu3O6.9
1549,Y0.8Pr0.05Ca0.15Ba2Cu3O6.83
1550,Y0.8Pr0.15Ca0.05Ba2Cu3O6.82
1551,Y0.8Pr0.1Ca0.1Ba2Cu3O7
1552,Y0.8Pr0.2Ba1Sr1Cu3O6.9
1553,Y0.8Pr0.2Ba1Sr1Cu3O7
1554,Y0.8Pr0.2Ba2Cu2.7Fe0.3O7.1
1555,Y0.8Pr0.2Ba2Cu3O6.5
1556,Y0.8Pr0.2Ba2Cu3O6.6
1557,Y0.8Pr0.2Ba2Cu3O6.65
1558,Y0.8Pr0.2Ba2Cu3O6.75
1559,Y0.8Pr0.2Ba2Cu3O6.8
1560,Y0.8Pr0.2Ba2Cu3O6.81
1561,Y0.8Pr0.2Ba2Cu3O6.82
1562,Y0.8Pr0.2Ba2Cu3O6.85
1563,Y0.8Pr0.2Ba2Cu3O6.91
1564,Y0.8Pr0.2Ba2Cu3O6.95
1565,Y0.8Pr0.2Ba2Cu3O6.96
1566,Y0.8Pr0.2Ba2Cu3O6.965
1567,Y0.8Pr0.2Ba2Cu3O6.98
1568,Y0.8Pr0.2Ba2Cu3O7
1569,Y0.8Pr0.2Ba2Cu3O7.1
1570,Y0.8Pr0.2Ba2Cu3O7.2
1571,Y0.8Pr0.2Ba2Cu3O7.3
1572,Y0.8Pr0.2Ba2Cu3O7.4
1573,Y0.8Pr0.2Ba2Cu3O7.5
1574,Y0.8Pr0.2Sr2Cu2.7Mo0.3O7
1575,Y0.8Pr0.2Sr2Cu2.85Re0.15O7
1576,Y0.8Sm0.2Ba2Cu3O7
1577,Y0.8Zn0.2Ba2Cu3O7
1578,Y0.91Pr0.05Ca0.04Ba2Cu3O7
1579,Y0.925Ca0.075Ba2Cu3O6.68
1580,Y0.925Ca0.075Ba2Cu3O6.93
1581,Y0.92Ca0.08Ba2Cu3O7
1582,Y0.92Ca0.08Sr2Cu2.5Fe0.5O6.92
1583,Y0.92Pr0.08Ba2Cu3O7
1584,Y0.92Tb0.08Ba2Cu3O7
1585,Y0.93Pr0.05Ca0.02Ba2Cu3O7
1586,Y0.94Ca0.06Ba2Cu3O6.97
1587,Y0.94Pr0.06Ba2Cu3O7
1588,Y0.95Ca0.05Ba2Cu2.75Co0.25O7.06
1589,Y0.95Ca0.05Ba2Cu2.85Co0.15O6.82
1590,Y0.95Ca0.05Ba2Cu2.8Zn0.2O6.74
1591,Y0.95Ca0.05Ba2Cu2.95Al0.05O6.88
1592,Y0.95Ca0.05Ba2Cu2.95Co0.05O6.75
1593,Y0.95Ca0.05Ba2Cu2.95Co0.05O6.84
1594,Y0.95Ca0.05Ba2Cu2.95Co0.05O6.96
1595,Y0.95Ca0.05Ba2Cu2.95Ni0.05O6.83
1596,Y0.95Ca0.05Ba2Cu2.95Zn0.05O6.89
1597,Y0.95Ca0.05Ba2Cu3O6.7
1598,Y0.95Ca0.05Ba2Cu3O6.79
1599,Y0.95Ca0.05Ba2Cu3O6.94
1600,Y0.95Ca0.05Ba2Cu3O7
1601,Y0.95Cs0.05Ba2Cu3O6.61
1602,Y0.95K0.05Ba2Cu3O6.6
1603,Y0.95La0.05Ba2Cu3O6.58
1604,Y0.95Pr0.05Ba2Cu3O6.85
1605,Y0.95Pr0.05Ba2Cu3O6.95
1606,Y0.95Pr0.05Ba2Cu3O6.96
1607,Y0.95Pr0.05Ba2Cu3O6.965
1608,Y0.95Pr0.05Ba2Cu3O6.97
1609,Y0.95Pr0.05Ba2Cu3O7
1610,Y0.95Rb0.05Ba2Cu3O6.59
1611,Y0.95Sc0.05Ba2Cu3O6.63
1612,Y0.96Pr0.04Ba2Cu3O7
1613,Y0.96Tb0.04Ba2Cu3O7
1614,Y0.975Ca0.025Ba2Cu2.975Al0.025O6.89
1615,Y0.975Ca0.025Ba2Cu3O6.72
1616,Y0.975Ca0.025Ba2Cu3O6.95
1617,Y0.97Ca0.03Ba2Cu3O6.97
1618,Y0.984Ca0.016Ba2Cu3O6.986
1619,Y0.985Ca0.015Ba2Cu3O6.98
1620,Y0.98Ca0.02Ba2Cu3O7
1621,Y0.98Pr0.02Ba2Cu3O7
1622,Y0.99La0.01Ba2Cu3O7.07
1623,Y0.9Ba2.1Cu3O7
1624,Y0.9Ca0.1Ba1.5La0.5Cu3O7.13
1625,Y0.9Ca0.1Ba1.5La0.5Cu3O7.19
1626,Y0.9Ca0.1Ba1.6La0.4Cu3O7.09
1627,Y0.9Ca0.1Ba1.7La0.3Cu3O7.04
1628,Y0.9Ca0.1Ba1.8La0.2Cu3O6.97
1629,Y0.9Ca0.1Ba1.9La0.1Cu3O6.95
1630,Y0.9Ca0.1Ba1.9La0.1Cu3O6.96
1631,Y0.9Ca0.1Ba2Cu2.55Co0.45O7.02
1632,Y0.9Ca0.1Ba2Cu2.75Co0.25O7.03
1633,Y0.9Ca0.1Ba2Cu2.85Co0.15O6.91
1634,Y0.9Ca0.1Ba2Cu2.8Zn0.2O6.74
1635,Y0.9Ca0.1Ba2Cu2.9Al0.1O6.88
1636,Y0.9Ca0.1Ba2Cu2.9Co0.1O6.76
1637,Y0.9Ca0.1Ba2Cu2.9Co0.1O6.84
1638,Y0.9Ca0.1Ba2Cu2.9Co0.1O6.95
1639,Y0.9Ca0.1Ba2Cu2.9Ni0.1O6.86
1640,Y0.9Ca0.1Ba2Cu2.9Zn0.1O6.81
1641,Y0.9Ca0.1Ba2Cu3O6.5
1642,Y0.9Ca0.1Ba2Cu3O6.59
1643,Y0.9Ca0.1Ba2Cu3O6.6
1644,Y0.9Ca0.1Ba2Cu3O6.66
1645,Y0.9Ca0.1Ba2Cu3O6.67
1646,Y0.9Ca0.1Ba2Cu3O6.7
1647,Y0.9Ca0.1Ba2Cu3O6.72
1648,Y0.9Ca0.1Ba2Cu3O6.8
1649,Y0.9Ca0.1Ba2Cu3O6.87
1650,Y0.9Ca0.1Ba2Cu3O6.9
1651,Y0.9Ca0.1Ba2Cu3O6.91
1652,Y0.9Ca0.1Ba2Cu3O6.93
1653,Y0.9Ca0.1Ba2Cu3O6.96
1654,Y0.9Ca0.1Ba2Cu3O6.98
1655,Y0.9Ca0.1Ba2Cu3O7
1656,Y0.9Ca0.1Sr2Cu2.5Fe0.5O6.9
1657,Y0.9Cd0.1Ba2Cu3O7
1658,Y0.9Er0.1Ba1.9Sr0.1Cu3O7
1659,Y0.9Eu0.13Ba1.97Cu2.87Al0.29O7
1660,Y0.9Eu0.1Ba2Cu3O7
1661,Y0.9Ho0.1Ba2Cu3O7
1662,Y0.9K0.1Ba2Cu3O6.51
1663,Y0.9La0.1Ba2Cu3O6.62
1664,Y0.9La0.1Ba2Cu3O6.97
1665,Y0.9Pr0.05Ca0.05Ba2Cu3O7
1666,Y0.9Pr0.1Ba2Cu3O6.5
1667,Y0.9Pr0.1Ba2Cu3O6.6
1668,Y0.9Pr0.1Ba2Cu3O6.65
1669,Y0.9Pr0.1Ba2Cu3O6.75
1670,Y0.9Pr0.1Ba2Cu3O6.8
1671,Y0.9Pr0.1Ba2Cu3O6.82
1672,Y0.9Pr0.1Ba2Cu3O6.85
1673,Y0.9Pr0.1Ba2Cu3O6.91
1674,Y0.9Pr0.1Ba2Cu3O6.95
1675,Y0.9Pr0.1Ba2Cu3O6.96
1676,Y0.9Pr0.1Ba2Cu3O6.965
1677,Y0.9Pr0.1Ba2Cu3O6.97
1678,Y0.9Pr0.1Ba2Cu3O6.98
1679,Y0.9Pr0.1Ba2Cu3O7
1680,Y0.9Pr0.1Sr2Cu2.7Mo0.3O7
1681,Y0.9Sc0.1Ba2Cu3O6.56
1682,Y0.9Tb0.1Ba2Cu3O7
1683,Y0.9Zn0.1Ba2Cu3O7
1684,Y1.01Ba2.01Cu2.906Ni0.094O6.7
1685,Y1.01Ba2.03Cu2.808Li0.192O6.6
1686,Y1.04Ba1.96Cu3O6.8
1687,Y1.1Ba1.9Cu3O6.65
1688,Y1.1Ba1.9Cu3O7
1689,Y1.1Ba2Cu3O6.87
1690,Y1.2Ba1.8Cu3O6.68
1691,Y1.2Ba2Cu3O6.98
1692,Y1Ba0.5Sr1.5Cu3O6.98
1693,Y1Ba0.74Sr1.26Cu3O6.98
1694,Y1Ba0.75Sr1.25Cu3O6.91
1695,Y1Ba0.75Sr1.25Cu3O6.94
1696,Y1Ba0.8Sr1.2Cu3O6.8
1697,Y1Ba0.8Sr1.2Cu3O7
1698,Y1Ba1.25Sr0.75Cu3O6.928
1699,Y1Ba1.2Sr0.8Cu3O6.8
1700,Y1Ba1.2Sr0.8Cu3O7
1701,Y1Ba1.3Sr0.7Cu3O6.98
1702,Y1Ba1.48Sr0.52Cu3O7
1703,Y1Ba1.4Sr0.6Cu3O6.8
1704,Y1Ba1.54La0.46Cu3O7.118
1705,Y1Ba1.5Ca0.5Cu3O7
1706,Y1Ba1.5La0.5Cu3O7
1707,Y1Ba1.5La0.5Cu3O7.06
1708,Y1Ba1.5La0.5Cu3O7.08
1709,Y1Ba1.5La0.5Cu3O7.1
1710,Y1Ba1.5La0.5Cu3O7.17
1711,Y1Ba1.5La0.5Cu3O7.19
1712,Y1Ba1.5La0.5Cu3O7.22
1713,Y1Ba1.5Sr0.5Cu3O6.75
1714,Y1Ba1.5Sr0.5Cu3O6.85
1715,Y1Ba1.5Sr0.5Cu3O6.9
1716,Y1Ba1.5Sr0.5Cu3O6.91
1717,Y1Ba1.5Sr0.5Cu3O6.938
1718,Y1Ba1.5Sr0.5Cu3O6.95
1719,Y1Ba1.5Sr0.5Cu3O6.96
1720,Y1Ba1.5Sr0.5Cu3O6.98
1721,Y1Ba1.5Sr0.5Cu3O7
1722,Y1Ba1.66La0.34Cu3O7.073
1723,Y1Ba1.6La0.4Cu3O7
1724,Y1Ba1.6La0.4Cu3O7.04
1725,Y1Ba1.6La0.4Cu3O7.05
1726,Y1Ba1.6La0.4Cu3O7.06
1727,Y1Ba1.6La0.4Cu3O7.083
1728,Y1Ba1.6La0.4Cu3O7.11
1729,Y1Ba1.6La0.4Cu3O7.14
1730,Y1Ba1.6Sr0.4Cu3O6.8
1731,Y1Ba1.6Sr0.4Cu3O7
1732,Y1Ba1.75Cu2.75Co0.25O6.95
1733,Y1Ba1.75Cu2.75Co0.25O7.06
1734,Y1Ba1.75Sr0.25Cu3O6.928
1735,Y1Ba1.76La0.24Cu3O7.024
1736,Y1Ba1.7Cs0.3Cu3O6.6
1737,Y1Ba1.7K0.3Cu3O6.54
1738,Y1Ba1.7La0.3Cu3O7
1739,Y1Ba1.7La0.3Cu3O7.02
1740,Y1Ba1.7La0.3Cu3O7.059
1741,Y1Ba1.7La0.3Cu3O7.1
1742,Y1Ba1.7Rb0.3Cu3O6.52
1743,Y1Ba1.85Cu2.85Co0.15O6.94
1744,Y1Ba1.85Cu2.85Co0.15O7.04
1745,Y1Ba1.86La0.14Cu3O6.96
1746,Y1Ba1.86La0.14Cu3O6.98
1747,Y1Ba1.88La0.12Cu3O6.96
1748,Y1Ba1.89La0.11Cu3O6.96
1749,Y1Ba1.8Cs0.2Cu3O6.58
1750,Y1Ba1.8Cu2.8Co0.2O6.95
1751,Y1Ba1.8Cu2.8Co0.2O7.05
1752,Y1Ba1.8K0.2Cu3O6.57
1753,Y1Ba1.8La0.2Cu3O6.6
1754,Y1Ba1.8La0.2Cu3O6.7
1755,Y1Ba1.8La0.2Cu3O6.8
1756,Y1Ba1.8La0.2Cu3O6.81
1757,Y1Ba1.8La0.2Cu3O6.85
1758,Y1Ba1.8La0.2Cu3O6.9
1759,Y1Ba1.8La0.2Cu3O6.95
1760,Y1Ba1.8La0.2Cu3O6.96
1761,Y1Ba1.8La0.2Cu3O7
1762,Y1Ba1.8La0.2Cu3O7.013
1763,Y1Ba1.8La0.2Cu3O7.03
1764,Y1Ba1.8La0.2Cu3O7.05
1765,Y1Ba1.8Rb0.2Cu3O6.56
1766,Y1Ba1.8Sc0.2Cu3O6.64
1767,Y1Ba1.8Sr0.2Cu3O6.8
1768,Y1Ba1.8Sr0.2Cu3O6.98
1769,Y1Ba1.8Sr0.2Cu3O7
1770,Y1Ba1.925La0.075Cu3O6.9
1771,Y1Ba1.92La0.08Cu3O6.96
1772,Y1Ba1.92La0.08Cu3O6.965
1773,Y1Ba1.94La0.06Cu3O6.96
1774,Y1Ba1.95Cs0.05Cu3O7
1775,Y1Ba1.95Cu2.95Co0.05O6.9
1776,Y1Ba1.95Cu2.95Co0.05O7
1777,Y1Ba1.95La0.05Cu3O6.89
1778,Y1Ba1.95La0.05Cu3O6.9
1779,Y1Ba1.95La0.05Cu3O6.96
1780,Y1Ba1.95La0.05Cu3O6.98
1781,Y1Ba1.96La0.04Cu3O6.96
1782,Y1Ba1.96Sr0.04Cu3O6.98
1783,Y1Ba1.96Sr0.04Cu3O7
1784,Y1Ba1.975La0.025Cu3O6.95
1785,Y1Ba1.97La0.03Cu3O6.96
1786,Y1Ba1.98La0.02Cu3O6.96
1787,Y1Ba1.99Cu2.847Ag0.153O6.7
1788,Y1Ba1.99La0.01Cu3O6.96
1789,Y1Ba1.9Ca0.1Cu3O6.84
1790,Y1Ba1.9Cs0.1Cu3O6.65
1791,Y1Ba1.9Cu2.9Co0.1O6.92
1792,Y1Ba1.9Cu2.9Co0.1O7.02
1793,Y1Ba1.9K0.1Cu3O6.61
1794,Y1Ba1.9K0.1Cu3O6.9
1795,Y1Ba1.9La0.1Cu3O6.5
1796,Y1Ba1.9La0.1Cu3O6.6
1797,Y1Ba1.9La0.1Cu3O6.7
1798,Y1Ba1.9La0.1Cu3O6.73
1799,Y1Ba1.9La0.1Cu3O6.8
1800,Y1Ba1.9La0.1Cu3O6.85
1801,Y1Ba1.9La0.1Cu3O6.9
1802,Y1Ba1.9La0.1Cu3O6.92
1803,Y1Ba1.9La0.1Cu3O6.96
1804,Y1Ba1.9La0.1Cu3O6.975
1805,Y1Ba1.9La0.1Cu3O6.99
1806,Y1Ba1.9La0.1Cu3O7
1807,Y1Ba1.9La0.1Cu3O7.06
1808,Y1Ba1.9Rb0.1Cu3O6.52
1809,Y1Ba1.9Sc0.1Cu3O6.55
1810,Y1Ba1.9Sr0.1Cu3O6.89
1811,Y1Ba1.9Sr0.1Cu3O7
1812,Y1Ba1Sr1Cu2.75Sn0.25O7.16
1813,Y1Ba1Sr1Cu2.75Sn0.25O7.163
1814,Y1Ba1Sr1Cu2.85Sn0.15O7.06
1815,Y1Ba1Sr1Cu2.85Sn0.15O7.062
1816,Y1Ba1Sr1Cu2.8Mo0.2O7.3
1817,Y1Ba1Sr1Cu2.8Sn0.2O7.12
1818,Y1Ba1Sr1Cu2.8Sn0.2O7.122
1819,Y1Ba1Sr1Cu2.95Mo0.05O7.07
1820,Y1Ba1Sr1Cu2.95Sn0.05O6.96
1821,Y1Ba1Sr1Cu2.975Sn0.025O6.91
1822,Y1Ba1Sr1Cu2.975Sn0.025O6.92
1823,Y1Ba1Sr1Cu2.9Mo0.1O7.16
1824,Y1Ba1Sr1Cu2.9Sn0.1O7
1825,Y1Ba1Sr1Cu2.9Sn0.1O7.001
1826,Y1Ba1Sr1Cu3O6.685
1827,Y1Ba1Sr1Cu3O6.8
1828,Y1Ba1Sr1Cu3O6.83
1829,Y1Ba1Sr1Cu3O6.88
1830,Y1Ba1Sr1Cu3O6.899
1831,Y1Ba1Sr1Cu3O6.9
1832,Y1Ba1Sr1Cu3O6.91
1833,Y1Ba1Sr1Cu3O6.93
1834,Y1Ba1Sr1Cu3O6.94
1835,Y1Ba1Sr1Cu3O6.947
1836,Y1Ba1Sr1Cu3O6.96
1837,Y1Ba1Sr1Cu3O6.98
1838,Y1Ba1Sr1Cu3O7
1839,Y1Ba2.01Cu2.7Co0.3O6.8
1840,Y1Ba2.01Cu2.806Cr0.194O7.3
1841,Y1Ba2.01Cu2.81Ni0.19O6.7
1842,Y1Ba2.02Cu2.18Zn0.82O7
1843,Y1Ba2Cu2.05Al0.95O6.7
1844,Y1Ba2Cu2.3Fe0.7O7.484
1845,Y1Ba2Cu2.4Fe0.6O7.453
1846,Y1Ba2Cu2.4Ga0.6O7
1847,Y1Ba2Cu2.4Mn0.6O7
1848,Y1Ba2Cu2.4Ni0.6O6.94
1849,Y1Ba2Cu2.52Al0.48O6.74
1850,Y1Ba2Cu2.55Ga0.45O7
1851,Y1Ba2Cu2.55Mn0.45O7
1852,Y1Ba2Cu2.55Ni0.45O7
1853,Y1Ba2Cu2.58Fe0.42O7
1854,Y1Ba2Cu2.5Fe0.5O7.35
1855,Y1Ba2Cu2.5Fe0.5O7.413
1856,Y1Ba2Cu2.5Ni0.5O7
1857,Y1Ba2Cu2.61Ga0.39O7
1858,Y1Ba2Cu2.64Co0.36O7.03
1859,Y1Ba2Cu2.64Fe0.36O7
1860,Y1Ba2Cu2.64Fe0.36O7.12
1861,Y1Ba2Cu2.67Ga0.33O7
1862,Y1Ba2Cu2.68Fe0.32O6.999
1863,Y1Ba2Cu2.68Fe0.32O7.343
1864,Y1Ba2Cu2.697Mn0.303O6.9
1865,Y1Ba2Cu2.6Al0.4O7
1866,Y1Ba2Cu2.6Co0.4O7.03
1867,Y1Ba2Cu2.6Fe0.4O7
1868,Y1Ba2Cu2.6Fe0.4O7.401
1869,Y1Ba2Cu2.6Ni0.4O7
1870,Y1Ba2Cu2.72Ni0.28O7
1871,Y1Ba2Cu2.737Zn0.262O7
1872,Y1Ba2Cu2.73Fe0.27O7.1
1873,Y1Ba2Cu2.73Ga0.27O7
1874,Y1Ba2Cu2.745Fe0.255O7.08
1875,Y1Ba2Cu2.745Zn0.255O7
1876,Y1Ba2Cu2.74Fe0.26O7
1877,Y1Ba2Cu2.75Al0.25O7
1878,Y1Ba2Cu2.75Co0.25O7.06
1879,Y1Ba2Cu2.75Ni0.25O7
1880,Y1Ba2Cu2.76Al0.24O7
1881,Y1Ba2Cu2.76Co0.24O6.999
1882,Y1Ba2Cu2.76Fe0.24O7
1883,Y1Ba2Cu2.76Ga0.24O7
1884,Y1Ba2Cu2.76Ni0.24O7
1885,Y1Ba2Cu2.76Zn0.24O7
1886,Y1Ba2Cu2.775Co0.225O6.99
1887,Y1Ba2Cu2.775Fe0.225O7
1888,Y1Ba2Cu2.775Ni0.225O7
1889,Y1Ba2Cu2.775Zn0.225O6.93
1890,Y1Ba2Cu2.775Zn0.225O7
1891,Y1Ba2Cu2.78Fe0.22O7
1892,Y1Ba2Cu2.799Fe0.201O7
1893,Y1Ba2Cu2.79Co0.21O7
1894,Y1Ba2Cu2.79Ga0.21O7
1895,Y1Ba2Cu2.79Li0.21O7
1896,Y1Ba2Cu2.79Zn0.21O6.95
1897,Y1Ba2Cu2.79Zn0.21O6.97
1898,Y1Ba2Cu2.79Zn0.21O7
1899,Y1Ba2Cu2.7Al0.3O6.99
1900,Y1Ba2Cu2.7Al0.3O7
1901,Y1Ba2Cu2.7Co0.3O6.88
1902,Y1Ba2Cu2.7Co0.3O6.93
1903,Y1Ba2Cu2.7Co0.3O7.11
1904,Y1Ba2Cu2.7Fe0.3O7
1905,Y1Ba2Cu2.7Fe0.3O7.1
1906,Y1Ba2Cu2.7Fe0.3O7.15
1907,Y1Ba2Cu2.7Ga0.3O6.93
1908,Y1Ba2Cu2.7Ga0.3O7
1909,Y1Ba2Cu2.7In0.3O6.9
1910,Y1Ba2Cu2.7Mn0.3O7
1911,Y1Ba2Cu2.7Ni0.3O6.88
1912,Y1Ba2Cu2.7Ni0.3O6.9
1913,Y1Ba2Cu2.7Ni0.3O6.97
1914,Y1Ba2Cu2.7Ni0.3O7
1915,Y1Ba2Cu2.7Zn0.3O6.74
1916,Y1Ba2Cu2.7Zn0.3O6.92
1917,Y1Ba2Cu2.7Zn0.3O7
1918,Y1Ba2Cu2.805Fe0.195O7
1919,Y1Ba2Cu2.829Zn0.171O7
1920,Y1Ba2Cu2.82Al0.18O7
1921,Y1Ba2Cu2.82Co0.18O7
1922,Y1Ba2Cu2.82Fe0.18O6.895
1923,Y1Ba2Cu2.82Fe0.18O6.95
1924,Y1Ba2Cu2.82Fe0.18O7
1925,Y1Ba2Cu2.82Ga0.18O7
1926,Y1Ba2Cu2.82Ni0.18O7
1927,Y1Ba2Cu2.82Zn0.06O7
1928,Y1Ba2Cu2.82Zn0.18O7
1929,Y1Ba2Cu2.835Fe0.165O6.98
1930,Y1Ba2Cu2.83Fe0.17O7
1931,Y1Ba2Cu2.841Co0.159O6.8
1932,Y1Ba2Cu2.844Fe0.156O7
1933,Y1Ba2Cu2.84Fe0.16O6.959
1934,Y1Ba2Cu2.84Fe0.16O7.303
1935,Y1Ba2Cu2.85Ag0.15O7
1936,Y1Ba2Cu2.85Co0.15O6.92
1937,Y1Ba2Cu2.85Co0.15O7
1938,Y1Ba2Cu2.85Co0.15O7.03
1939,Y1Ba2Cu2.85Fe0.024Zn0.126O7
1940,Y1Ba2Cu2.85Fe0.049Zn0.101O7
1941,Y1Ba2Cu2.85Fe0.075Zn0.075O7
1942,Y1Ba2Cu2.85Fe0.097Zn0.052O7
1943,Y1Ba2Cu2.85Fe0.126Zn0.024O7
1944,Y1Ba2Cu2.85Fe0.15O7
1945,Y1Ba2Cu2.85Fe0.15O7.02
1946,Y1Ba2Cu2.85Ga0.025Ni0.124O7
1947,Y1Ba2Cu2.85Ga0.025Zn0.124O7
1948,Y1Ba2Cu2.85Ga0.049Ni0.101O7
1949,Y1Ba2Cu2.85Ga0.049Zn0.101O7
1950,Y1Ba2Cu2.85Ga0.075Ni0.075O7
1951,Y1Ba2Cu2.85Ga0.075Zn0.075O7
1952,Y1Ba2Cu2.85Ga0.097Ni0.052O7
1953,Y1Ba2Cu2.85Ga0.101Zn0.049O7
1954,Y1Ba2Cu2.85Ga0.126Ni0.024O7
1955,Y1Ba2Cu2.85Ga0.126Zn0.024O7
1956,Y1Ba2Cu2.85Ga0.15O7
1957,Y1Ba2Cu2.85Gd0.15O7
1958,Y1Ba2Cu2.85Mn0.15O7
1959,Y1Ba2Cu2.85Ni0.025Zn0.124O7
1960,Y1Ba2Cu2.85Ni0.051Zn0.099O7
1961,Y1Ba2Cu2.85Ni0.075Zn0.075O7
1962,Y1Ba2Cu2.85Ni0.101Zn0.049O7
1963,Y1Ba2Cu2.85Ni0.124Zn0.025O7
1964,Y1Ba2Cu2.85Ni0.15O6.78
1965,Y1Ba2Cu2.85Ni0.15O6.84
1966,Y1Ba2Cu2.85Ni0.15O6.9
1967,Y1Ba2Cu2.85Ni0.15O6.97
1968,Y1Ba2Cu2.85Ni0.15O7
1969,Y1Ba2Cu2.85Zn0.036Ga0.114O7
1970,Y1Ba2Cu2.85Zn0.075Ga0.075O7
1971,Y1Ba2Cu2.85Zn0.114Ga0.036O7
1972,Y1Ba2Cu2.85Zn0.15O6.85
1973,Y1Ba2Cu2.85Zn0.15O6.9
1974,Y1Ba2Cu2.85Zn0.15O6.95
1975,Y1Ba2Cu2.85Zn0.15O6.97
1976,Y1Ba2Cu2.85Zn0.15O7
1977,Y1Ba2Cu2.85Zr0.15O7
1978,Y1Ba2Cu2.865Al0.135O7
1979,Y1Ba2Cu2.868Zn0.132O7
1980,Y1Ba2Cu2.871Co0.129O7
1981,Y1Ba2Cu2.87Al0.13O7
1982,Y1Ba2Cu2.87Fe0.13O7
1983,Y1Ba2Cu2.885Zn0.195O7
1984,Y1Ba2Cu2.88Al0.12O7
1985,Y1Ba2Cu2.88Co0.12O7
1986,Y1Ba2Cu2.88Fe0.12O7
1987,Y1Ba2Cu2.88Ga0.12O7
1988,Y1Ba2Cu2.88Ni0.12O7
1989,Y1Ba2Cu2.88Ni0.18O7
1990,Y1Ba2Cu2.88P0.12O7
1991,Y1Ba2Cu2.88Ti0.12O6.88
1992,Y1Ba2Cu2.88Zn0.12O6.92
1993,Y1Ba2Cu2.88Zn0.12O6.95
1994,Y1Ba2Cu2.88Zn0.12O7
1995,Y1Ba2Cu2.88Zr0.12O7
1996,Y1Ba2Cu2.892Zn0.108O7
1997,Y1Ba2Cu2.895Fe0.105O7
1998,Y1Ba2Cu2.895Mn0.105O7
1999,Y1Ba2Cu2.89Al0.11O7
2000,Y1Ba2Cu2.89Co0.11O7
2001,Y1Ba2Cu2.8Al0.2O6.91
2002,Y1Ba2Cu2.8Co0.2O6.83
2003,Y1Ba2Cu2.8Co0.2O7.04
2004,Y1Ba2Cu2.8Cr0.2O7
2005,Y1Ba2Cu2.8Fe0.2O6.76
2006,Y1Ba2Cu2.8Fe0.2O6.8
2007,Y1Ba2Cu2.8Fe0.2O6.85
2008,Y1Ba2Cu2.8Fe0.2O6.9
2009,Y1Ba2Cu2.8Fe0.2O6.93
2010,Y1Ba2Cu2.8Fe0.2O7
2011,Y1Ba2Cu2.8Ga0.2O7
2012,Y1Ba2Cu2.8Ni0.2O6.82
2013,Y1Ba2Cu2.8Ni0.2O7
2014,Y1Ba2Cu2.8Zn0.2O6.79
2015,Y1Ba2Cu2.8Zn0.2O6.85
2016,Y1Ba2Cu2.8Zn0.2O6.88
2017,Y1Ba2Cu2.901Co0.099O7
2018,Y1Ba2Cu2.901Fe0.099O7
2019,Y1Ba2Cu2.901Zn0.099O7
2020,Y1Ba2Cu2.909Zn0.091O7
2021,Y1Ba2Cu2.919Zn0.081O6.7
2022,Y1Ba2Cu2.919Zn0.081O6.75
2023,Y1Ba2Cu2.919Zn0.081O6.8
2024,Y1Ba2Cu2.919Zn0.081O6.83
2025,Y1Ba2Cu2.919Zn0.081O7
2026,Y1Ba2Cu2.91Co0.09O7
2027,Y1Ba2Cu2.91Fe0.09O6.83
2028,Y1Ba2Cu2.91Fe0.09O7
